nik_valid,memiliki_kk,domisili_tetap,data_ganda,masuk_dtks,status_perkawinan,pekerjaan_kepala_keluarga,jumlah_anggota_kk,usia_kepala_keluarga,layak_subsidi
ya,ya,ya,tidak,ya,menikah,pegawai,5,41,0
ya,ya,ya,tidak,ya,menikah,buruh,6,51,1
ya,ya,ya,tidak,tidak,menikah,pegawai,4,57,0
ya,ya,ya,ya,tidak,menikah,wiraswasta,2,51,0
ya,ya,ya,tidak,ya,menikah,buruh,3,51,1
ya,ya,ya,tidak,ya,janda/duda,petani,3,26,1
ya,ya,ya,tidak,ya,janda/duda,buruh,4,57,1
ya,ya,tidak,tidak,tidak,menikah,pegawai,1,38,0
ya,ya,tidak,tidak,tidak,menikah,petani,1,31,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,3,59,1
ya,ya,ya,tidak,ya,menikah,petani,5,27,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,1,68,0
ya,ya,ya,tidak,tidak,menikah,buruh,6,53,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,32,0
ya,ya,ya,tidak,ya,menikah,petani,3,34,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,8,25,1
ya,ya,tidak,tidak,ya,janda/duda,tidak bekerja,4,40,1
ya,ya,ya,tidak,tidak,menikah,pegawai,3,62,0
ya,ya,tidak,tidak,tidak,belum menikah,wiraswasta,1,21,0
ya,ya,ya,tidak,tidak,janda/duda,tidak bekerja,7,42,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,43,0
tidak,ya,ya,tidak,tidak,menikah,pegawai,2,27,0
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,5,38,0
ya,ya,ya,tidak,ya,menikah,petani,8,36,1
ya,ya,ya,tidak,tidak,menikah,pegawai,1,56,0
ya,ya,ya,tidak,ya,menikah,buruh,5,46,1
tidak,ya,tidak,tidak,ya,belum menikah,pegawai,1,68,0
ya,ya,ya,tidak,ya,menikah,buruh,5,59,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,23,0
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,4,51,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,5,62,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,3,23,0
ya,ya,tidak,ya,ya,menikah,buruh,7,52,1
ya,ya,ya,tidak,ya,menikah,petani,6,44,1
ya,ya,ya,tidak,tidak,menikah,buruh,3,56,1
ya,ya,ya,ya,ya,menikah,buruh,6,41,1
ya,ya,ya,tidak,tidak,menikah,petani,4,34,1
ya,ya,ya,tidak,tidak,menikah,pegawai,5,57,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,5,59,0
ya,ya,ya,tidak,ya,menikah,wiraswasta,4,22,0
tidak,ya,ya,tidak,tidak,menikah,pegawai,1,69,0
ya,ya,ya,tidak,ya,janda/duda,buruh,4,52,1
ya,ya,ya,tidak,tidak,menikah,pegawai,2,29,0
ya,ya,tidak,tidak,ya,janda/duda,buruh,3,47,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,42,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,24,0
ya,ya,ya,tidak,ya,menikah,petani,5,62,1
ya,ya,ya,tidak,tidak,menikah,buruh,7,43,1
ya,ya,ya,tidak,ya,menikah,buruh,8,35,1
ya,ya,ya,tidak,ya,menikah,buruh,4,54,1
ya,ya,ya,tidak,ya,menikah,petani,6,39,1
ya,ya,ya,tidak,tidak,janda/duda,tidak bekerja,6,47,1
ya,ya,ya,tidak,tidak,menikah,buruh,7,46,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,3,34,0
tidak,ya,tidak,tidak,ya,menikah,petani,7,60,1
ya,ya,ya,ya,tidak,belum menikah,pegawai,1,69,0
ya,ya,ya,tidak,ya,menikah,buruh,4,53,1
ya,ya,ya,tidak,tidak,menikah,pegawai,3,24,0
ya,ya,ya,tidak,ya,menikah,buruh,5,35,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,2,67,0
tidak,ya,tidak,tidak,ya,menikah,wiraswasta,2,37,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,4,46,0
ya,ya,ya,tidak,tidak,menikah,petani,4,67,0
ya,tidak,ya,tidak,tidak,menikah,buruh,2,54,0
ya,ya,ya,ya,tidak,belum menikah,pegawai,2,52,0
ya,ya,ya,tidak,ya,menikah,buruh,7,46,1
ya,ya,ya,tidak,ya,menikah,buruh,6,29,1
ya,ya,ya,tidak,ya,menikah,petani,3,38,1
ya,ya,ya,tidak,ya,menikah,petani,3,30,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,8,34,1
ya,ya,tidak,tidak,ya,menikah,buruh,7,47,1
ya,ya,ya,tidak,ya,menikah,buruh,6,38,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,35,0
ya,ya,ya,tidak,ya,menikah,buruh,3,64,0
ya,ya,ya,tidak,ya,menikah,buruh,7,33,1
ya,ya,ya,tidak,ya,menikah,petani,8,53,1
ya,ya,ya,tidak,ya,menikah,buruh,8,32,1
ya,ya,tidak,tidak,tidak,menikah,pegawai,1,63,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,44,0
tidak,ya,ya,tidak,ya,menikah,petani,8,28,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,5,68,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,47,0
ya,ya,ya,tidak,ya,menikah,buruh,4,28,1
ya,ya,tidak,tidak,ya,janda/duda,buruh,4,35,1
ya,ya,ya,tidak,ya,menikah,petani,5,25,1
ya,ya,ya,tidak,tidak,janda/duda,buruh,3,61,1
tidak,ya,ya,tidak,tidak,menikah,pegawai,1,57,0
ya,ya,ya,tidak,tidak,menikah,petani,5,35,1
ya,ya,ya,tidak,tidak,menikah,pegawai,5,49,0
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,5,37,1
ya,tidak,tidak,tidak,tidak,belum menikah,petani,2,65,0
ya,ya,ya,tidak,ya,janda/duda,buruh,7,59,1
ya,ya,ya,tidak,ya,menikah,buruh,6,56,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,8,62,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,25,0
ya,ya,ya,tidak,tidak,menikah,pegawai,1,40,0
ya,ya,ya,tidak,ya,menikah,buruh,8,33,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,8,59,1
ya,ya,tidak,tidak,tidak,menikah,pegawai,3,65,0
ya,ya,ya,ya,ya,menikah,buruh,7,40,1
ya,ya,ya,tidak,ya,menikah,petani,6,28,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,6,47,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,8,49,1
ya,ya,ya,tidak,ya,menikah,wiraswasta,3,33,0
tidak,ya,ya,tidak,ya,menikah,petani,4,36,1
ya,ya,ya,tidak,ya,belum menikah,pegawai,3,36,0
ya,ya,ya,tidak,ya,menikah,wiraswasta,4,38,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,26,0
ya,ya,ya,tidak,ya,menikah,pegawai,3,45,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,4,57,0
ya,ya,ya,tidak,tidak,menikah,buruh,8,33,1
ya,ya,ya,tidak,ya,menikah,buruh,3,31,1
tidak,ya,tidak,ya,ya,menikah,wiraswasta,3,66,0
ya,ya,ya,tidak,tidak,menikah,petani,3,54,1
ya,ya,ya,tidak,ya,menikah,pegawai,3,23,0
ya,ya,ya,tidak,ya,menikah,buruh,6,28,1
tidak,ya,tidak,tidak,tidak,menikah,pegawai,4,46,0
ya,ya,tidak,tidak,ya,janda/duda,petani,7,55,1
tidak,ya,ya,tidak,tidak,belum menikah,pegawai,2,59,0
ya,ya,ya,tidak,tidak,menikah,buruh,5,43,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,58,0
tidak,ya,ya,tidak,tidak,menikah,buruh,1,55,0
ya,ya,ya,tidak,tidak,menikah,buruh,6,34,1
ya,ya,ya,tidak,ya,menikah,petani,3,24,0
ya,ya,tidak,tidak,ya,janda/duda,tidak bekerja,5,62,1
ya,ya,ya,ya,ya,janda/duda,buruh,4,56,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,2,61,0
ya,ya,tidak,tidak,ya,menikah,petani,4,57,1
ya,ya,ya,tidak,ya,janda/duda,petani,5,28,1
ya,ya,ya,tidak,ya,menikah,petani,3,63,1
ya,ya,ya,ya,tidak,janda/duda,petani,4,60,1
ya,ya,ya,tidak,ya,menikah,buruh,6,51,1
ya,ya,ya,tidak,ya,janda/duda,buruh,8,33,1
ya,ya,tidak,tidak,tidak,belum menikah,wiraswasta,3,66,0
ya,ya,ya,tidak,ya,menikah,buruh,8,45,1
ya,ya,tidak,tidak,ya,menikah,buruh,7,62,1
tidak,ya,ya,tidak,ya,menikah,tidak bekerja,3,47,1
ya,ya,ya,tidak,tidak,belum menikah,petani,1,23,0
ya,ya,ya,tidak,ya,menikah,buruh,3,33,1
ya,ya,ya,tidak,ya,belum menikah,petani,2,51,0
tidak,tidak,ya,tidak,tidak,belum menikah,pegawai,4,64,0
tidak,ya,tidak,tidak,tidak,belum menikah,pegawai,4,64,0
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,5,29,1
tidak,ya,ya,tidak,tidak,menikah,pegawai,2,27,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,2,20,0
ya,ya,ya,tidak,ya,menikah,petani,5,43,1
ya,ya,ya,tidak,ya,menikah,petani,8,25,1
ya,ya,ya,tidak,tidak,belum menikah,petani,3,53,0
ya,ya,ya,tidak,ya,janda/duda,buruh,8,55,1
ya,ya,ya,tidak,ya,janda/duda,buruh,7,32,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,5,60,1
ya,ya,tidak,tidak,tidak,belum menikah,wiraswasta,1,54,0
ya,ya,ya,tidak,ya,menikah,petani,8,28,1
ya,ya,tidak,tidak,ya,menikah,buruh,8,48,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,2,38,0
ya,ya,ya,tidak,tidak,menikah,buruh,3,39,1
ya,ya,ya,tidak,tidak,menikah,pegawai,5,20,0
ya,ya,ya,tidak,ya,janda/duda,buruh,4,36,1
ya,ya,ya,tidak,ya,menikah,petani,3,51,1
ya,ya,ya,tidak,ya,menikah,buruh,5,46,1
ya,ya,ya,tidak,tidak,janda/duda,buruh,8,36,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,7,61,1
tidak,ya,ya,tidak,tidak,belum menikah,wiraswasta,5,51,0
ya,tidak,ya,tidak,tidak,menikah,buruh,5,28,0
tidak,ya,ya,tidak,ya,menikah,buruh,3,53,1
ya,ya,ya,tidak,ya,janda/duda,buruh,6,62,1
ya,ya,ya,ya,tidak,menikah,pegawai,5,46,0
ya,ya,ya,ya,ya,belum menikah,wiraswasta,4,54,0
ya,ya,ya,tidak,ya,menikah,petani,8,59,1
tidak,ya,ya,tidak,tidak,belum menikah,petani,2,55,0
ya,ya,ya,tidak,ya,menikah,buruh,4,37,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,3,65,0
ya,ya,ya,tidak,tidak,menikah,tidak bekerja,7,43,1
ya,ya,ya,tidak,tidak,menikah,pegawai,5,68,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,3,39,0
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,7,55,1
ya,ya,ya,tidak,ya,menikah,buruh,4,32,1
ya,ya,ya,tidak,ya,menikah,buruh,6,55,1
ya,ya,ya,tidak,ya,menikah,buruh,7,29,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,1,49,0
ya,ya,ya,tidak,tidak,menikah,pegawai,4,52,0
ya,ya,ya,tidak,tidak,menikah,pegawai,5,37,0
ya,ya,tidak,tidak,ya,menikah,buruh,3,57,1
ya,ya,ya,ya,ya,menikah,tidak bekerja,6,55,1
tidak,ya,ya,tidak,ya,belum menikah,pegawai,1,27,0
ya,ya,ya,tidak,ya,menikah,buruh,4,47,1
ya,tidak,ya,tidak,tidak,belum menikah,pegawai,1,57,0
ya,ya,ya,tidak,ya,janda/duda,buruh,4,35,1
ya,ya,ya,ya,tidak,menikah,wiraswasta,4,61,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,37,0
ya,tidak,ya,tidak,ya,belum menikah,pegawai,2,26,0
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,8,35,1
ya,ya,tidak,tidak,ya,menikah,pegawai,4,56,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,5,48,0
ya,ya,tidak,tidak,tidak,belum menikah,wiraswasta,5,26,0
ya,ya,ya,tidak,ya,menikah,petani,5,58,1
tidak,ya,ya,tidak,ya,menikah,buruh,5,64,1
ya,ya,tidak,tidak,tidak,menikah,pegawai,3,52,0
ya,ya,tidak,tidak,tidak,menikah,tidak bekerja,3,58,1
ya,ya,ya,tidak,tidak,menikah,buruh,3,28,1
ya,ya,ya,tidak,ya,menikah,buruh,4,42,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,55,0
ya,ya,tidak,tidak,tidak,belum menikah,petani,4,61,0
ya,ya,tidak,ya,tidak,menikah,wiraswasta,4,62,0
ya,ya,ya,tidak,ya,janda/duda,petani,6,54,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,2,67,0
ya,ya,ya,tidak,ya,menikah,buruh,3,44,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,1,46,0
ya,tidak,ya,tidak,tidak,belum menikah,pegawai,2,50,0
ya,ya,ya,tidak,ya,menikah,buruh,8,50,1
ya,tidak,ya,tidak,tidak,menikah,buruh,5,38,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,5,57,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,6,59,1
ya,ya,ya,tidak,ya,janda/duda,buruh,8,31,1
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,2,45,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,3,46,1
ya,ya,ya,tidak,ya,menikah,petani,8,27,1
ya,ya,ya,tidak,ya,menikah,buruh,8,64,1
ya,ya,tidak,tidak,ya,menikah,wiraswasta,5,50,0
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,4,51,0
ya,ya,tidak,tidak,ya,menikah,wiraswasta,1,44,0
ya,ya,ya,tidak,ya,menikah,pegawai,5,51,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,45,0
ya,ya,ya,tidak,tidak,menikah,buruh,4,54,1
ya,tidak,ya,tidak,tidak,menikah,buruh,5,43,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,35,0
ya,ya,ya,tidak,ya,janda/duda,petani,4,38,1
ya,ya,ya,tidak,tidak,menikah,petani,6,53,1
ya,ya,ya,tidak,ya,menikah,petani,8,35,1
ya,ya,ya,tidak,ya,belum menikah,pegawai,2,40,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,56,0
ya,ya,ya,tidak,ya,menikah,buruh,7,43,1
ya,ya,ya,tidak,ya,janda/duda,petani,7,33,1
ya,ya,ya,tidak,ya,janda/duda,petani,3,36,1
ya,tidak,ya,tidak,ya,menikah,pegawai,3,36,0
ya,ya,ya,tidak,ya,menikah,buruh,6,60,1
ya,ya,ya,tidak,tidak,menikah,petani,3,49,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,2,46,0
ya,ya,ya,tidak,ya,menikah,buruh,6,36,1
ya,ya,ya,tidak,ya,janda/duda,petani,6,58,1
tidak,ya,tidak,tidak,tidak,menikah,buruh,5,42,0
ya,ya,ya,tidak,tidak,menikah,pegawai,5,40,0
ya,tidak,tidak,tidak,tidak,belum menikah,pegawai,2,35,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,5,38,1
ya,ya,ya,tidak,ya,menikah,buruh,6,44,1
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,3,46,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,3,49,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,55,1
ya,ya,ya,tidak,ya,menikah,petani,4,27,1
ya,ya,ya,tidak,tidak,menikah,buruh,4,51,1
tidak,ya,ya,tidak,ya,menikah,buruh,6,57,1
ya,ya,ya,tidak,ya,menikah,petani,5,44,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,6,29,1
ya,ya,ya,tidak,ya,menikah,buruh,5,58,1
ya,ya,tidak,tidak,ya,menikah,petani,5,60,1
ya,ya,ya,tidak,tidak,menikah,pegawai,1,61,0
ya,ya,ya,tidak,ya,menikah,petani,6,56,1
tidak,ya,ya,tidak,tidak,belum menikah,wiraswasta,3,62,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,4,57,0
ya,tidak,tidak,tidak,tidak,belum menikah,pegawai,4,43,0
ya,ya,ya,tidak,ya,menikah,pegawai,4,34,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,3,30,0
ya,ya,ya,tidak,ya,belum menikah,wiraswasta,3,51,0
ya,ya,ya,tidak,tidak,menikah,petani,5,30,0
ya,ya,ya,tidak,tidak,janda/duda,tidak bekerja,6,47,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,3,55,1
ya,ya,tidak,tidak,ya,menikah,tidak bekerja,6,35,1
ya,ya,ya,tidak,tidak,menikah,buruh,3,39,1
ya,ya,tidak,tidak,tidak,belum menikah,buruh,4,48,0
ya,ya,tidak,tidak,ya,menikah,buruh,6,25,1
tidak,ya,ya,tidak,tidak,belum menikah,pegawai,3,24,0
tidak,ya,ya,tidak,ya,menikah,petani,6,63,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,31,0
ya,ya,ya,ya,tidak,menikah,wiraswasta,2,28,0
tidak,ya,ya,tidak,ya,janda/duda,petani,7,28,1
ya,ya,ya,tidak,tidak,menikah,pegawai,4,67,0
ya,ya,ya,tidak,ya,menikah,buruh,7,64,1
tidak,ya,ya,tidak,ya,menikah,wiraswasta,1,64,0
tidak,ya,ya,tidak,ya,janda/duda,buruh,4,48,1
ya,ya,ya,tidak,tidak,menikah,petani,5,67,0
ya,ya,ya,tidak,tidak,janda/duda,buruh,6,47,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,46,0
ya,ya,ya,tidak,tidak,belum menikah,buruh,4,49,0
ya,ya,ya,tidak,ya,menikah,petani,6,26,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,53,1
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,1,50,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,1,58,0
ya,ya,tidak,tidak,ya,menikah,buruh,3,64,1
ya,ya,ya,tidak,ya,menikah,buruh,4,44,1
ya,ya,tidak,tidak,ya,menikah,buruh,4,61,1
ya,ya,ya,tidak,tidak,menikah,pegawai,1,47,0
ya,ya,ya,tidak,ya,menikah,wiraswasta,2,58,0
ya,ya,tidak,tidak,tidak,menikah,wiraswasta,2,22,0
ya,ya,ya,tidak,tidak,janda/duda,petani,3,36,1
ya,ya,ya,tidak,tidak,janda/duda,petani,5,40,1
ya,ya,ya,ya,tidak,menikah,pegawai,5,65,0
ya,ya,ya,tidak,ya,janda/duda,buruh,3,51,1
ya,ya,ya,tidak,tidak,belum menikah,petani,3,61,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,64,0
ya,ya,ya,tidak,ya,menikah,buruh,7,33,1
ya,ya,ya,tidak,ya,janda/duda,buruh,3,58,1
ya,ya,ya,ya,tidak,menikah,buruh,1,34,0
ya,ya,ya,tidak,ya,janda/duda,buruh,6,31,1
ya,ya,ya,tidak,tidak,menikah,pegawai,3,66,0
ya,ya,ya,tidak,ya,menikah,buruh,8,42,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,8,44,1
ya,ya,ya,ya,tidak,menikah,wiraswasta,2,56,0
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,8,36,1
ya,ya,ya,tidak,ya,belum menikah,pegawai,2,38,0
ya,tidak,ya,tidak,tidak,menikah,wiraswasta,2,59,0
ya,ya,ya,tidak,ya,janda/duda,buruh,8,55,1
ya,ya,ya,tidak,tidak,menikah,buruh,2,66,0
tidak,ya,ya,tidak,tidak,menikah,pegawai,4,42,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,58,1
ya,ya,ya,tidak,tidak,menikah,pegawai,4,24,0
ya,ya,ya,tidak,ya,menikah,petani,5,30,1
ya,ya,ya,tidak,ya,janda/duda,buruh,7,51,1
ya,ya,tidak,ya,tidak,menikah,buruh,2,35,0
ya,ya,ya,tidak,ya,menikah,petani,6,30,1
ya,ya,ya,tidak,tidak,menikah,buruh,7,55,1
ya,ya,ya,tidak,ya,belum menikah,petani,2,42,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,36,0
ya,ya,ya,tidak,ya,menikah,petani,3,26,1
ya,ya,tidak,tidak,ya,janda/duda,petani,3,55,1
ya,ya,ya,tidak,ya,belum menikah,pegawai,4,25,0
ya,ya,ya,tidak,tidak,menikah,buruh,2,35,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,3,24,0
ya,ya,tidak,tidak,ya,menikah,petani,6,50,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,58,0
ya,ya,ya,tidak,ya,menikah,buruh,7,55,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,7,47,1
ya,ya,ya,tidak,tidak,belum menikah,buruh,3,53,0
ya,ya,ya,tidak,tidak,belum menikah,petani,4,43,0
ya,ya,tidak,tidak,ya,menikah,wiraswasta,4,44,0
tidak,ya,ya,tidak,tidak,menikah,wiraswasta,4,20,0
ya,ya,ya,ya,ya,janda/duda,petani,8,60,1
ya,ya,ya,tidak,ya,menikah,pegawai,4,65,0
ya,ya,tidak,tidak,ya,menikah,petani,4,61,1
ya,ya,ya,tidak,ya,menikah,buruh,8,56,1
ya,ya,ya,tidak,ya,menikah,buruh,6,56,1
ya,ya,ya,tidak,tidak,menikah,pegawai,3,37,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,3,49,1
ya,ya,ya,tidak,ya,menikah,pegawai,5,40,0
tidak,ya,ya,tidak,tidak,belum menikah,pegawai,1,37,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,29,0
tidak,ya,tidak,tidak,tidak,belum menikah,petani,2,39,0
ya,ya,ya,tidak,ya,menikah,petani,4,48,1
ya,ya,ya,tidak,ya,janda/duda,buruh,6,46,1
ya,ya,ya,tidak,tidak,menikah,pegawai,4,27,0
ya,ya,ya,tidak,tidak,menikah,pegawai,2,30,0
ya,ya,tidak,tidak,tidak,belum menikah,wiraswasta,1,66,0
ya,ya,ya,tidak,ya,menikah,buruh,3,32,1
ya,ya,ya,tidak,ya,menikah,buruh,3,55,1
ya,ya,ya,tidak,tidak,menikah,petani,8,61,1
ya,ya,ya,tidak,ya,menikah,buruh,7,54,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,5,55,0
ya,ya,tidak,tidak,tidak,menikah,tidak bekerja,8,54,1
ya,ya,ya,tidak,tidak,janda/duda,petani,7,60,1
ya,ya,ya,tidak,tidak,janda/duda,petani,7,26,1
ya,ya,ya,tidak,ya,menikah,petani,3,54,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,1,20,0
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,48,0
ya,tidak,ya,tidak,tidak,menikah,pegawai,3,66,0
ya,ya,ya,tidak,ya,janda/duda,buruh,7,27,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,29,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,2,61,0
ya,ya,tidak,tidak,tidak,belum menikah,wiraswasta,4,33,0
ya,ya,ya,tidak,tidak,belum menikah,pegawai,4,20,0
ya,ya,tidak,tidak,tidak,belum menikah,pegawai,4,59,0
ya,ya,ya,tidak,ya,janda/duda,petani,7,49,1
ya,ya,ya,tidak,ya,janda/duda,petani,5,44,1
ya,ya,ya,tidak,ya,janda/duda,petani,4,60,1
ya,ya,ya,tidak,tidak,menikah,petani,2,43,0
ya,ya,ya,tidak,ya,menikah,tidak bekerja,3,39,1
ya,ya,ya,tidak,tidak,belum menikah,petani,1,45,0
ya,ya,tidak,tidak,ya,menikah,pegawai,1,40,0
ya,ya,ya,tidak,ya,menikah,buruh,3,31,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,4,60,0
ya,ya,ya,ya,ya,belum menikah,wiraswasta,4,67,0
ya,ya,ya,tidak,ya,menikah,petani,8,39,1
ya,ya,ya,tidak,ya,menikah,buruh,4,41,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,5,57,0
ya,ya,tidak,tidak,ya,menikah,buruh,5,63,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,1,54,0
ya,ya,ya,tidak,tidak,menikah,tidak bekerja,6,32,1
ya,ya,tidak,tidak,ya,janda/duda,petani,4,41,1
ya,tidak,tidak,tidak,ya,janda/duda,buruh,4,26,1
tidak,ya,tidak,tidak,ya,belum menikah,pegawai,5,58,0
ya,ya,ya,tidak,tidak,menikah,tidak bekerja,7,48,1
ya,ya,ya,tidak,ya,janda/duda,buruh,3,31,1
ya,ya,ya,tidak,ya,menikah,tidak bekerja,4,52,1
ya,ya,ya,tidak,ya,janda/duda,tidak bekerja,4,52,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,2,30,0
tidak,ya,ya,tidak,tidak,belum menikah,wiraswasta,2,20,0
tidak,ya,ya,tidak,ya,menikah,tidak bekerja,5,26,1
ya,ya,ya,tidak,ya,janda/duda,buruh,6,60,1
ya,ya,ya,tidak,tidak,menikah,pegawai,4,62,0
ya,tidak,ya,tidak,tidak,menikah,petani,1,32,0
ya,ya,tidak,tidak,tidak,menikah,petani,5,43,0
ya,ya,ya,tidak,ya,janda/duda,petani,8,57,1
ya,ya,ya,tidak,ya,menikah,buruh,3,45,1
ya,ya,ya,tidak,ya,menikah,petani,6,26,1
ya,ya,ya,tidak,ya,menikah,buruh,6,42,1
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,64,0
ya,ya,tidak,tidak,ya,menikah,petani,3,58,1
ya,ya,ya,tidak,tidak,menikah,pegawai,1,30,0
ya,ya,ya,tidak,ya,menikah,petani,6,47,1
ya,ya,ya,tidak,tidak,menikah,pegawai,1,42,0
ya,tidak,ya,tidak,tidak,menikah,wiraswasta,4,50,0
ya,ya,ya,ya,tidak,menikah,wiraswasta,1,55,0
ya,ya,ya,tidak,ya,belum menikah,wiraswasta,3,41,0
ya,ya,ya,tidak,ya,menikah,buruh,3,46,1
ya,ya,tidak,tidak,ya,menikah,petani,6,32,1
ya,ya,tidak,tidak,tidak,belum menikah,petani,3,43,0
ya,ya,tidak,tidak,tidak,menikah,pegawai,1,46,0
tidak,ya,ya,tidak,ya,menikah,buruh,7,64,1
ya,ya,ya,tidak,ya,menikah,buruh,7,38,1
ya,ya,ya,tidak,ya,menikah,petani,4,26,1
ya,ya,ya,tidak,ya,menikah,petani,4,33,1
ya,ya,ya,tidak,tidak,menikah,wiraswasta,3,58,0
ya,ya,ya,ya,tidak,belum menikah,pegawai,1,41,0
ya,ya,tidak,tidak,ya,belum menikah,wiraswasta,1,53,0
ya,ya,ya,tidak,ya,menikah,buruh,8,50,1
ya,ya,ya,tidak,tidak,belum menikah,pegawai,1,50,0
ya,ya,ya,tidak,tidak,belum menikah,buruh,5,20,0
ya,ya,ya,tidak,ya,janda/duda,petani,5,43,1
ya,ya,ya,ya,ya,janda/duda,tidak bekerja,8,39,1
ya,ya,ya,tidak,tidak,menikah,pegawai,2,35,0
ya,ya,ya,tidak,tidak,belum menikah,wiraswasta,1,46,0
