umur,status_pekerjaan,status_pernikahan,layak_subsidi
29,buruh,cerai,0
18,buruh,belum menikah,0
24,karyawan tetap,menikah,0
18,pns,duda,0
39,buruh,cerai,0
54,buruh,menikah,1
56,karyawan tetap,cerai,0
41,pegawai tetap,duda,0
76,wirausaha,belum menikah,0
73,pns,belum menikah,0
28,pns,cerai,0
71,pengangguran,menikah,0
75,wirausaha,duda,0
35,pengangguran,duda,0
35,wirausaha,menikah,0
55,karyawan tetap,duda,0
37,buruh,cerai,0
44,pengangguran,cerai,0
55,pns,belum menikah,0
50,wirausaha,menikah,0
18,pekerja informal,belum menikah,0
45,pengangguran,belum menikah,0
22,pengangguran,janda,0
33,buruh,cerai,0
77,pekerja informal,janda,1
35,pekerja informal,duda,0
50,pns,belum menikah,0
20,buruh,cerai,0
47,buruh,cerai,0
53,buruh,belum menikah,0
67,pns,menikah,0
56,pegawai tetap,duda,0
37,pns,janda,0
36,pekerja informal,menikah,0
70,wirausaha,duda,0
23,buruh,duda,0
48,pekerja informal,janda,0
69,pegawai tetap,belum menikah,0
49,wirausaha,cerai,0
76,buruh,janda,1
41,pekerja informal,cerai,0
50,pekerja informal,janda,0
40,buruh,duda,0
52,wirausaha,belum menikah,0
58,karyawan tetap,menikah,0
76,pengangguran,belum menikah,0
42,pegawai tetap,belum menikah,0
57,karyawan tetap,belum menikah,0
77,pekerja informal,menikah,0
73,pengangguran,cerai,1
57,wirausaha,duda,1
29,pekerja informal,menikah,0
78,pegawai tetap,belum menikah,0
26,pekerja informal,cerai,0
76,wirausaha,cerai,0
54,pns,janda,0
18,pns,janda,0
68,pegawai tetap,menikah,0
33,pns,janda,0
63,pegawai tetap,belum menikah,0
26,wirausaha,menikah,0
60,karyawan tetap,janda,0
75,pekerja informal,janda,1
35,pengangguran,janda,0
29,pns,duda,0
62,pengangguran,janda,0
55,pekerja informal,duda,0
75,pengangguran,janda,1
72,pekerja informal,duda,1
24,pekerja informal,janda,0
79,buruh,cerai,1
38,pns,janda,0
65,pekerja informal,duda,0
18,pegawai tetap,janda,0
67,pekerja informal,janda,1
78,pns,janda,0
24,wirausaha,cerai,0
30,buruh,cerai,0
34,wirausaha,janda,0
49,wirausaha,cerai,0
48,wirausaha,janda,0
29,pekerja informal,belum menikah,0
46,buruh,duda,0
76,buruh,janda,1
78,karyawan tetap,menikah,0
43,karyawan tetap,duda,0
44,buruh,menikah,1
79,pegawai tetap,cerai,0
20,pns,duda,0
67,pegawai tetap,belum menikah,0
48,karyawan tetap,belum menikah,0
57,buruh,belum menikah,0
78,wirausaha,belum menikah,0
43,pns,belum menikah,0
56,buruh,cerai,0
52,pekerja informal,janda,0
61,pekerja informal,duda,0
44,pekerja informal,menikah,0
53,wirausaha,cerai,0
35,pengangguran,belum menikah,0
75,pns,cerai,0
67,pns,cerai,0
72,pengangguran,janda,1
55,karyawan tetap,menikah,0
33,pegawai tetap,duda,0
41,wirausaha,janda,0
24,pekerja informal,duda,0
24,pekerja informal,janda,0
46,pekerja informal,cerai,0
72,pns,janda,0
66,buruh,janda,1
60,karyawan tetap,menikah,0
31,pns,belum menikah,0
46,pegawai tetap,janda,0
42,buruh,menikah,1
67,pengangguran,janda,1
40,wirausaha,belum menikah,0
24,wirausaha,belum menikah,0
46,pekerja informal,janda,0
32,pengangguran,janda,0
20,wirausaha,cerai,0
76,karyawan tetap,cerai,0
40,pns,duda,0
20,karyawan tetap,cerai,0
66,buruh,janda,1
19,pegawai tetap,belum menikah,0
34,pengangguran,janda,0
43,karyawan tetap,belum menikah,0
62,wirausaha,menikah,0
24,wirausaha,duda,0
68,pekerja informal,belum menikah,0
22,buruh,duda,0
43,pns,menikah,0
21,karyawan tetap,duda,0
41,pns,janda,0
23,pekerja informal,cerai,0
34,pns,belum menikah,0
33,pengangguran,belum menikah,0
35,wirausaha,cerai,0
65,karyawan tetap,cerai,0
45,pns,janda,0
24,pns,belum menikah,0
31,pekerja informal,belum menikah,0
46,buruh,duda,0
34,buruh,cerai,0
35,pekerja informal,menikah,0
66,buruh,menikah,0
46,pns,cerai,0
71,pekerja informal,duda,1
40,pekerja informal,duda,0
66,wirausaha,menikah,0
27,pns,cerai,0
59,pekerja informal,janda,0
60,pegawai tetap,belum menikah,0
41,pengangguran,janda,0
41,pegawai tetap,menikah,0
27,wirausaha,duda,0
55,wirausaha,cerai,1
67,pekerja informal,belum menikah,0
53,buruh,belum menikah,0
45,karyawan tetap,belum menikah,0
24,pekerja informal,menikah,0
78,pegawai tetap,janda,0
25,pns,belum menikah,0
23,pengangguran,menikah,0
29,karyawan tetap,cerai,0
62,pekerja informal,cerai,0
19,wirausaha,cerai,0
23,pengangguran,cerai,0
37,karyawan tetap,janda,0
57,buruh,cerai,0
78,wirausaha,menikah,0
48,pengangguran,duda,0
46,pekerja informal,menikah,0
64,wirausaha,menikah,0
19,pegawai tetap,belum menikah,0
62,pns,menikah,0
44,pekerja informal,cerai,0
74,wirausaha,menikah,0
42,pekerja informal,janda,0
41,pegawai tetap,belum menikah,0
42,pengangguran,cerai,0
35,pekerja informal,cerai,0
73,pns,belum menikah,0
77,pns,belum menikah,0
44,karyawan tetap,janda,0
73,karyawan tetap,cerai,0
53,pekerja informal,belum menikah,0
52,wirausaha,janda,0
79,pegawai tetap,menikah,0
68,karyawan tetap,janda,0
56,pengangguran,menikah,0
62,wirausaha,menikah,0
35,pns,menikah,0
44,pns,janda,0
77,pekerja informal,janda,1
45,wirausaha,cerai,0
34,pegawai tetap,belum menikah,0
62,pns,cerai,0
24,pns,cerai,0
53,pns,belum menikah,0
29,wirausaha,duda,0
64,wirausaha,belum menikah,1
54,pengangguran,duda,0
44,pns,menikah,0
34,karyawan tetap,menikah,0
48,pekerja informal,menikah,0
65,pekerja informal,belum menikah,0
74,pengangguran,menikah,0
19,pns,menikah,0
39,pegawai tetap,cerai,0
38,pengangguran,duda,0
45,karyawan tetap,duda,0
71,pekerja informal,cerai,1
62,karyawan tetap,duda,0
50,wirausaha,menikah,0
32,pns,janda,0
61,pengangguran,belum menikah,0
56,wirausaha,menikah,0
47,pegawai tetap,cerai,0
55,pegawai tetap,cerai,0
73,pegawai tetap,cerai,0
76,karyawan tetap,cerai,0
61,pengangguran,menikah,0
68,pns,cerai,0
62,karyawan tetap,duda,0
77,wirausaha,cerai,0
57,pekerja informal,janda,0
36,wirausaha,janda,0
44,pegawai tetap,janda,0
70,wirausaha,janda,0
57,pegawai tetap,menikah,0
45,pekerja informal,belum menikah,0
21,buruh,janda,0
26,pengangguran,cerai,0
44,pengangguran,cerai,0
36,buruh,menikah,0
30,pengangguran,duda,0
33,karyawan tetap,menikah,0
41,pengangguran,belum menikah,0
39,karyawan tetap,menikah,0
74,karyawan tetap,janda,0
43,pns,belum menikah,0
44,wirausaha,duda,0
50,pekerja informal,menikah,0
69,karyawan tetap,janda,0
20,pegawai tetap,cerai,0
59,wirausaha,janda,1
40,pekerja informal,menikah,0
64,pegawai tetap,janda,0
78,karyawan tetap,menikah,0
69,pegawai tetap,belum menikah,0
77,pns,janda,0
31,karyawan tetap,belum menikah,0
41,pns,duda,0
79,pegawai tetap,duda,0
66,pengangguran,janda,1
39,pengangguran,belum menikah,0
64,pekerja informal,belum menikah,0
60,wirausaha,duda,1
77,karyawan tetap,cerai,0
70,pns,menikah,0
48,karyawan tetap,duda,0
41,pegawai tetap,menikah,0
73,karyawan tetap,cerai,0
34,pekerja informal,belum menikah,0
24,buruh,belum menikah,0
39,pns,cerai,0
40,buruh,menikah,1
74,karyawan tetap,janda,0
42,pegawai tetap,menikah,0
56,pns,janda,0
72,pekerja informal,belum menikah,0
72,pns,belum menikah,0
72,karyawan tetap,duda,0
25,pns,janda,0
44,buruh,janda,0
74,buruh,cerai,1
36,pegawai tetap,janda,0
73,wirausaha,belum menikah,0
61,karyawan tetap,belum menikah,0
45,pegawai tetap,belum menikah,0
71,pengangguran,janda,1
39,buruh,janda,0
24,pengangguran,belum menikah,0
32,pengangguran,menikah,0
19,pekerja informal,janda,0
38,wirausaha,cerai,0
48,buruh,janda,0
29,buruh,menikah,0
54,pns,belum menikah,0
32,pegawai tetap,cerai,0
71,pengangguran,janda,1
22,pekerja informal,menikah,0
49,wirausaha,belum menikah,0
75,pengangguran,belum menikah,0
62,pengangguran,cerai,0
58,pegawai tetap,belum menikah,0
67,wirausaha,duda,0
25,pengangguran,janda,0
64,pekerja informal,duda,0
39,buruh,duda,0
57,wirausaha,belum menikah,1
24,buruh,cerai,0
42,buruh,belum menikah,0
45,pekerja informal,janda,0
73,pengangguran,janda,1
67,pegawai tetap,cerai,0
43,pekerja informal,cerai,0
46,karyawan tetap,janda,0
73,pegawai tetap,belum menikah,0
38,wirausaha,cerai,0
45,wirausaha,duda,0
38,wirausaha,belum menikah,0
78,pekerja informal,duda,1
41,pns,belum menikah,0
77,wirausaha,belum menikah,0
19,buruh,cerai,0
28,pegawai tetap,belum menikah,0
49,pekerja informal,janda,0
73,pegawai tetap,menikah,0
44,buruh,cerai,0
74,wirausaha,cerai,0
64,pegawai tetap,cerai,0
58,wirausaha,cerai,1
52,karyawan tetap,cerai,0
71,pegawai tetap,janda,0
46,pengangguran,menikah,0
64,pegawai tetap,janda,0
24,buruh,belum menikah,0
59,wirausaha,cerai,1
63,pegawai tetap,duda,0
49,karyawan tetap,belum menikah,0
39,karyawan tetap,menikah,0
47,buruh,cerai,0
25,wirausaha,duda,0
35,pekerja informal,janda,0
41,pengangguran,menikah,0
79,karyawan tetap,belum menikah,0
38,pns,menikah,0
19,pns,duda,0
72,pekerja informal,janda,1
46,wirausaha,duda,0
47,buruh,cerai,0
36,pns,duda,0
25,wirausaha,belum menikah,0
26,pekerja informal,duda,0
39,wirausaha,duda,0
54,pengangguran,duda,0
70,pegawai tetap,duda,0
61,wirausaha,janda,1
64,pns,duda,0
68,pns,duda,0
79,pekerja informal,duda,1
69,buruh,belum menikah,0
41,buruh,cerai,0
33,karyawan tetap,cerai,0
43,pekerja informal,cerai,0
58,karyawan tetap,belum menikah,0
48,wirausaha,janda,0
39,karyawan tetap,belum menikah,0
27,pengangguran,menikah,0
24,wirausaha,cerai,0
19,buruh,duda,0
59,karyawan tetap,belum menikah,0
68,pekerja informal,menikah,0
46,buruh,menikah,1
33,pekerja informal,belum menikah,0
29,pengangguran,menikah,0
74,pengangguran,janda,1
29,pegawai tetap,duda,0
25,pns,duda,0
32,pns,belum menikah,0
49,buruh,cerai,0
59,pegawai tetap,janda,0
50,pns,duda,0
56,karyawan tetap,menikah,0
29,pegawai tetap,janda,0
22,pekerja informal,belum menikah,0
64,pns,belum menikah,0
78,pekerja informal,janda,1
70,pegawai tetap,cerai,0
35,karyawan tetap,janda,0
60,pns,menikah,0
54,pns,cerai,0
36,pengangguran,duda,0
28,pengangguran,cerai,0
48,pekerja informal,menikah,0
34,pekerja informal,cerai,0
19,pns,belum menikah,0
54,pegawai tetap,duda,0
64,pekerja informal,duda,0
40,pengangguran,menikah,0
50,pengangguran,janda,0
33,karyawan tetap,belum menikah,0
47,buruh,janda,0
72,pegawai tetap,cerai,0
71,pengangguran,janda,1
76,pekerja informal,duda,1
69,buruh,duda,1
61,wirausaha,belum menikah,1
67,buruh,cerai,1
45,pekerja informal,menikah,0
57,karyawan tetap,duda,0
59,karyawan tetap,cerai,0
37,buruh,belum menikah,0
72,wirausaha,cerai,0
56,buruh,menikah,1
53,karyawan tetap,janda,0
40,buruh,janda,0
48,wirausaha,duda,0
25,buruh,janda,0
48,pegawai tetap,belum menikah,0
78,wirausaha,menikah,0
63,pegawai tetap,duda,0
32,pegawai tetap,belum menikah,0
30,karyawan tetap,belum menikah,0
27,pekerja informal,belum menikah,0
69,pns,janda,0
41,karyawan tetap,janda,0
53,pengangguran,menikah,0
20,wirausaha,janda,0
78,karyawan tetap,janda,0
42,pengangguran,janda,0
58,karyawan tetap,duda,0
37,wirausaha,duda,0
25,wirausaha,janda,0
51,wirausaha,cerai,0
27,wirausaha,menikah,0
44,wirausaha,menikah,0
21,karyawan tetap,duda,0
44,karyawan tetap,cerai,0
35,wirausaha,duda,0
29,wirausaha,menikah,0
35,pegawai tetap,janda,0
77,pengangguran,duda,1
27,pekerja informal,duda,0
32,wirausaha,belum menikah,0
32,buruh,menikah,0
42,pegawai tetap,menikah,0
33,karyawan tetap,menikah,0
64,pekerja informal,duda,0
36,pns,menikah,0
66,buruh,cerai,1
30,wirausaha,belum menikah,0
61,pekerja informal,janda,0
24,pengangguran,cerai,0
32,buruh,duda,0
38,karyawan tetap,menikah,0
57,buruh,menikah,1
61,pns,belum menikah,0
73,wirausaha,duda,0
66,pegawai tetap,cerai,0
51,wirausaha,menikah,0
32,pekerja informal,belum menikah,0
41,pengangguran,belum menikah,0
76,pekerja informal,cerai,1
29,karyawan tetap,cerai,0
72,pns,menikah,0
24,wirausaha,belum menikah,0
38,pns,janda,0
60,wirausaha,menikah,0
76,pegawai tetap,duda,0
71,wirausaha,belum menikah,0
41,buruh,cerai,0
76,karyawan tetap,duda,0
22,pns,cerai,0
43,pegawai tetap,belum menikah,0
40,pengangguran,janda,0
71,wirausaha,menikah,0
25,pns,duda,0
53,wirausaha,menikah,0
36,buruh,belum menikah,0
73,pengangguran,janda,1
42,pekerja informal,belum menikah,0
39,wirausaha,cerai,0
50,pengangguran,duda,0
44,pegawai tetap,janda,0
27,karyawan tetap,cerai,0
40,wirausaha,cerai,0
55,pns,menikah,0
65,karyawan tetap,duda,0
70,pegawai tetap,cerai,0
64,pengangguran,janda,0
20,pengangguran,menikah,0
38,pegawai tetap,belum menikah,0
22,pegawai tetap,cerai,0
46,pekerja informal,janda,0
62,buruh,duda,0
61,pegawai tetap,duda,0
34,wirausaha,duda,0
46,wirausaha,cerai,0
23,wirausaha,belum menikah,0
30,wirausaha,janda,0
77,pengangguran,menikah,0
56,buruh,janda,0
55,buruh,belum menikah,0
78,pegawai tetap,janda,0
72,pegawai tetap,belum menikah,0
37,pengangguran,belum menikah,0
32,buruh,janda,0
71,pegawai tetap,cerai,0
20,pengangguran,menikah,0
77,buruh,cerai,1
71,pengangguran,cerai,1
61,karyawan tetap,belum menikah,0
66,pns,janda,0
25,buruh,belum menikah,0
68,pengangguran,cerai,1
44,pekerja informal,cerai,0
41,buruh,duda,0
49,pengangguran,cerai,0
29,wirausaha,cerai,0
72,pengangguran,janda,1
49,buruh,cerai,0
57,pengangguran,duda,0
65,wirausaha,cerai,1
39,pengangguran,belum menikah,0
44,pns,menikah,0
79,pegawai tetap,janda,0
52,pns,belum menikah,0
52,pns,belum menikah,0
45,wirausaha,janda,0
52,wirausaha,duda,0
75,karyawan tetap,belum menikah,0
38,karyawan tetap,menikah,0
60,pns,belum menikah,0
76,pekerja informal,janda,1
66,wirausaha,janda,0
24,pns,belum menikah,0
52,wirausaha,duda,0
59,pekerja informal,cerai,0
39,pengangguran,duda,0
24,pengangguran,janda,0
57,wirausaha,belum menikah,1
74,wirausaha,belum menikah,0
51,pegawai tetap,belum menikah,0
27,wirausaha,janda,0
23,buruh,menikah,0
59,wirausaha,menikah,0
19,wirausaha,janda,0
34,pegawai tetap,duda,0
32,pns,janda,0
21,buruh,janda,0
32,pegawai tetap,duda,0
77,pekerja informal,belum menikah,0
71,karyawan tetap,duda,0
60,buruh,cerai,0
69,pns,cerai,0
25,pekerja informal,cerai,0
34,wirausaha,janda,0
44,pns,duda,0
54,pegawai tetap,cerai,0
49,pengangguran,belum menikah,0
25,pns,duda,0
35,wirausaha,cerai,0
28,wirausaha,janda,0
26,pengangguran,belum menikah,0
34,pns,belum menikah,0
63,pegawai tetap,cerai,0
48,buruh,menikah,1
48,pegawai tetap,menikah,0
61,buruh,cerai,0
28,wirausaha,janda,0
67,buruh,janda,1
18,pegawai tetap,duda,0
48,pegawai tetap,menikah,0
60,pns,cerai,0
37,buruh,belum menikah,0
34,buruh,janda,0
60,pengangguran,duda,0
56,karyawan tetap,cerai,0
22,pegawai tetap,menikah,0
48,pekerja informal,cerai,0
25,pns,menikah,0
39,pekerja informal,belum menikah,0
45,buruh,belum menikah,0
55,pengangguran,cerai,0
46,karyawan tetap,menikah,0
25,buruh,belum menikah,0
62,buruh,belum menikah,0
25,pengangguran,cerai,0
68,pegawai tetap,cerai,0
75,buruh,cerai,1
71,karyawan tetap,belum menikah,0
79,pns,duda,0
47,pekerja informal,janda,0
19,buruh,duda,0
37,wirausaha,janda,0
58,pns,belum menikah,0
65,pegawai tetap,cerai,0
60,pengangguran,cerai,0
39,pns,menikah,0
70,pekerja informal,cerai,1
39,pns,duda,0
56,pengangguran,menikah,0
65,pengangguran,menikah,0
69,pengangguran,janda,1
49,pegawai tetap,cerai,0
55,pegawai tetap,cerai,0
56,pekerja informal,belum menikah,0
27,karyawan tetap,janda,0
64,buruh,cerai,0
65,pegawai tetap,janda,0
30,buruh,duda,0
41,pns,menikah,0
38,pegawai tetap,janda,0
44,pegawai tetap,duda,0
32,buruh,janda,0
26,pengangguran,cerai,0
37,wirausaha,menikah,0
26,pegawai tetap,menikah,0
51,pengangguran,duda,0
67,pengangguran,cerai,1
76,wirausaha,belum menikah,0
31,karyawan tetap,menikah,0
51,pekerja informal,duda,0
58,wirausaha,menikah,0
39,buruh,janda,0
20,pegawai tetap,belum menikah,0
30,pekerja informal,duda,0
41,pegawai tetap,menikah,0
63,pns,belum menikah,0
77,karyawan tetap,janda,0
77,karyawan tetap,cerai,0
68,karyawan tetap,menikah,0
35,karyawan tetap,menikah,0
36,buruh,janda,0
73,karyawan tetap,duda,0
36,karyawan tetap,menikah,0
53,buruh,duda,0
67,pns,janda,0
61,pengangguran,janda,0
50,wirausaha,janda,0
41,wirausaha,janda,0
57,pengangguran,cerai,0
73,wirausaha,janda,0
58,pns,janda,0
28,wirausaha,janda,0
39,pegawai tetap,cerai,0
19,pegawai tetap,duda,0
68,pegawai tetap,cerai,0
45,karyawan tetap,cerai,0
34,pegawai tetap,cerai,0
45,pekerja informal,janda,0
67,pns,duda,0
47,wirausaha,janda,0
77,pegawai tetap,menikah,0
79,buruh,belum menikah,0
57,pekerja informal,cerai,0
38,karyawan tetap,menikah,0
42,buruh,cerai,0
45,buruh,janda,0
66,pekerja informal,duda,1
54,pekerja informal,belum menikah,0
30,karyawan tetap,menikah,0
30,buruh,menikah,0
66,buruh,menikah,0
20,buruh,menikah,0
41,pekerja informal,janda,0
54,buruh,menikah,1
60,pns,duda,0
63,pekerja informal,cerai,0
79,karyawan tetap,duda,0
32,pegawai tetap,menikah,0
35,wirausaha,duda,0
41,buruh,duda,0
24,pegawai tetap,janda,0
43,pengangguran,cerai,0
35,buruh,belum menikah,0
41,buruh,cerai,0
73,pegawai tetap,cerai,0
29,buruh,janda,0
72,karyawan tetap,cerai,0
66,buruh,cerai,1
76,buruh,cerai,1
77,pekerja informal,duda,1
53,pengangguran,duda,0
63,pengangguran,belum menikah,0
56,wirausaha,belum menikah,1
67,buruh,belum menikah,0
59,pekerja informal,duda,0
20,pengangguran,duda,0
35,pekerja informal,menikah,0
52,pns,belum menikah,0
51,pns,duda,0
49,buruh,duda,0
30,karyawan tetap,belum menikah,0
59,buruh,belum menikah,0
57,wirausaha,belum menikah,1
27,pengangguran,cerai,0
78,pegawai tetap,janda,0
24,pns,menikah,0
58,karyawan tetap,belum menikah,0
68,buruh,menikah,0
77,wirausaha,janda,0
23,karyawan tetap,duda,0
29,pns,janda,0
49,pns,cerai,0
21,buruh,belum menikah,0
35,pns,belum menikah,0
36,pns,cerai,0
32,buruh,janda,0
68,pns,duda,0
27,karyawan tetap,duda,0
75,pns,janda,0
72,buruh,cerai,1
75,pegawai tetap,janda,0
24,pengangguran,duda,0
77,pengangguran,janda,1
65,buruh,duda,0
45,pengangguran,cerai,0
29,karyawan tetap,cerai,0
19,wirausaha,menikah,0
32,buruh,cerai,0
18,wirausaha,cerai,0
37,pekerja informal,menikah,0
54,pns,belum menikah,0
51,karyawan tetap,belum menikah,0
58,wirausaha,menikah,0
25,pengangguran,belum menikah,0
51,karyawan tetap,belum menikah,0
40,pns,duda,0
49,buruh,duda,0
54,pekerja informal,menikah,0
25,wirausaha,belum menikah,0
27,wirausaha,belum menikah,0
58,pns,cerai,0
71,buruh,janda,1
74,pns,duda,0
73,pns,menikah,0
69,pns,menikah,0
55,pegawai tetap,belum menikah,0
28,pengangguran,janda,0
63,wirausaha,cerai,1
62,pekerja informal,cerai,0
27,wirausaha,cerai,0
55,pengangguran,belum menikah,0
69,buruh,cerai,1
31,pekerja informal,cerai,0
19,pekerja informal,cerai,0
53,buruh,duda,0
23,pengangguran,duda,0
21,pengangguran,cerai,0
32,pegawai tetap,janda,0
55,pns,cerai,0
64,karyawan tetap,duda,0
41,pns,cerai,0
47,pns,janda,0
77,pengangguran,janda,1
46,buruh,janda,0
70,pns,menikah,0
71,pns,duda,0
48,pns,menikah,0
68,pengangguran,duda,1
63,pns,janda,0
64,pns,belum menikah,0
78,karyawan tetap,duda,0
66,pekerja informal,cerai,1
41,pekerja informal,menikah,0
58,buruh,duda,0
31,buruh,janda,0
39,buruh,cerai,0
35,karyawan tetap,cerai,0
68,karyawan tetap,duda,0
53,pegawai tetap,duda,0
48,pegawai tetap,belum menikah,0
36,wirausaha,janda,0
69,pns,duda,0
60,wirausaha,cerai,1
77,buruh,menikah,0
41,karyawan tetap,cerai,0
76,wirausaha,duda,0
77,pekerja informal,janda,1
76,pekerja informal,duda,1
67,buruh,janda,1
20,wirausaha,janda,0
55,pekerja informal,duda,0
25,pekerja informal,duda,0
28,pengangguran,belum menikah,0
34,karyawan tetap,janda,0
60,pekerja informal,duda,0
55,pekerja informal,belum menikah,0
76,pengangguran,janda,1
53,wirausaha,belum menikah,0
25,karyawan tetap,janda,0
22,pekerja informal,duda,0
77,pekerja informal,duda,1
53,pengangguran,duda,0
71,pns,duda,0
57,wirausaha,cerai,1
19,pegawai tetap,cerai,0
43,wirausaha,duda,0
46,karyawan tetap,menikah,0
54,pengangguran,cerai,0
30,pns,belum menikah,0
79,pengangguran,duda,1
18,pegawai tetap,janda,0
59,pekerja informal,janda,0
40,pekerja informal,menikah,0
68,karyawan tetap,janda,0
76,pegawai tetap,belum menikah,0
56,wirausaha,janda,1
43,karyawan tetap,belum menikah,0
42,wirausaha,janda,0
36,karyawan tetap,menikah,0
29,karyawan tetap,belum menikah,0
52,pengangguran,menikah,0
77,karyawan tetap,menikah,0
66,pekerja informal,belum menikah,0
30,karyawan tetap,belum menikah,0
56,pekerja informal,cerai,0
46,pengangguran,janda,0
50,wirausaha,menikah,0
40,wirausaha,cerai,0
40,wirausaha,duda,0
77,pns,belum menikah,0
77,pegawai tetap,cerai,0
69,karyawan tetap,janda,0
73,buruh,cerai,1
77,pns,menikah,0
79,pegawai tetap,belum menikah,0
68,buruh,cerai,1
79,pekerja informal,menikah,0
46,karyawan tetap,belum menikah,0
65,wirausaha,cerai,1
33,pengangguran,menikah,0
58,karyawan tetap,menikah,0
44,karyawan tetap,menikah,0
45,pengangguran,janda,0
31,pekerja informal,cerai,0
26,pns,cerai,0
49,pns,menikah,0
64,pegawai tetap,belum menikah,0
43,karyawan tetap,janda,0
73,pns,duda,0
57,buruh,duda,0
38,pengangguran,belum menikah,0
19,buruh,cerai,0
29,pengangguran,belum menikah,0
76,pegawai tetap,duda,0
27,karyawan tetap,cerai,0
21,pengangguran,janda,0
47,pegawai tetap,cerai,0
38,karyawan tetap,janda,0
26,wirausaha,janda,0
58,pekerja informal,duda,0
76,pengangguran,menikah,0
19,pns,menikah,0
59,pengangguran,belum menikah,0
44,pekerja informal,duda,0
36,pegawai tetap,menikah,0
35,pegawai tetap,janda,0
65,wirausaha,duda,1
37,buruh,menikah,0
18,pengangguran,cerai,0
46,pekerja informal,cerai,0
74,pengangguran,belum menikah,0
53,pns,duda,0
59,wirausaha,cerai,1
49,wirausaha,duda,0
77,karyawan tetap,cerai,0
45,buruh,duda,0
32,pegawai tetap,duda,0
38,pengangguran,cerai,0
23,pekerja informal,menikah,0
71,pengangguran,cerai,1
42,pengangguran,menikah,0
34,buruh,janda,0
61,pns,cerai,0
69,pengangguran,menikah,0
67,wirausaha,duda,0
64,pekerja informal,menikah,0
42,karyawan tetap,menikah,0
40,pns,janda,0
36,pekerja informal,duda,0
